codigo_comuna,poblacion_total,promedio_edad,porcentaje_menores_15,porcentaje_adultos_mayores,porcentaje_discapacidad,promedio_escolaridad,porcentaje_alfabetizacion
10203,16078,38.984326408757305,16.91752705560393,13.546461002612265,11.630640632142624,9.102559289155872,94.87615188549768
10204,3662,,,,12.99515531490453,9.000274122807017,95.18244013683011
10205,14894,37.84792533906271,17.980394789848262,12.998522895125554,9.77821866364345,8.928181634440477,95.35015593989226
10206,4048,,,,13.259526261585993,8.573416149068324,95.15588765782014
10207,5690,,,,13.736365317064154,8.47068145800317,93.80203515263645
10208,28460,35.59219957835559,19.806746310611384,9.283204497540408,12.038319051004752,8.698582187179579,94.13945476333133
10209,8409,41.648352955167084,14.686645261029849,18.182899274586752,13.221302360064252,8.580929678188319,93.59624180986525
10210,7678,41.48528262568377,14.834592341755664,18.22089085699401,12.605156037991858,8.857516681931179,93.59652692986027
10301,166455,38.66463008020185,17.08089273377189,14.492805863446579,11.150085168128193,10.210065579324363,95.67233287220401
10302,8865,40.44354201917654,16.694867456288776,16.70614777213762,13.78493604926575,8.881832615105466,94.40824546854638
10303,19542,40.629874117285844,16.85600245624808,18.048306212260773,14.200771373473323,8.97005803502645,94.60314057559354
10304,11712,40.38738046448088,17.1875,16.683743169398905,12.787061031185774,8.949815877365761,94.15183761065904
10305,13874,41.24347700735188,16.41920138388352,18.567103935418768,15.141669814884775,9.06846833792204,94.09496446393467
10306,7776,44.37821502057613,13.695987654320987,21.656378600823047,17.591357695385437,7.87370734229576,91.52429257875066
10307,10883,41.554442708811905,16.576311678765045,18.85509510245337,13.135389641587395,8.952468850946008,93.79025281168893
10401,4025,,,,11.213964559640306,9.127557464006061,94.15189203492987
10402,3062,,,,7.8764746703678,9.842744583059751,95.45454545454545
10403,9480,38.80580168776371,17.911392405063292,13.702531645569621,10.552038209485728,8.734307187466921,93.20075547161426
10404,1903,,,,8.16326530612245,9.288947368421052,95.58742415885273
11101,57823,37.077564291026064,19.404043373744013,12.437957214257302,10.840950639853748,10.151602837868461,95.50537122778763
